,p0q0
1,0.23846198095042184
2,0.2375884849487005
3,0.24203199020557148
4,0.21132322848767518
5,0.23480040730568283
6,0.18890676258180691
7,0.21366187727061878
8,0.20722087475315012
9,0.2279474131355009
10,0.20324608412654807
11,0.23506702210631128
12,0.20535177852270292
13,0.2289354829795806
14,0.23399136387959005
15,0.2270246897662431
16,0.20891092620370322
17,0.18968939863537626
18,0.2164251595763737
19,0.24108354714701005
20,0.21296400961971623
21,0.20699389331751017
22,0.2117367111221995
23,0.24070535443623622
24,0.24937212201544764
25,0.27979634971747686
26,0.2705242182977025
27,0.2773104851450749
28,0.2541600848486089
29,0.27609593217095685
30,0.23526967695957804
31,0.2569825571186599
32,0.23700871151842576
33,0.2718546192365112
34,0.24965286087681893
35,0.2744595492063671
36,0.2390184114160027
37,0.2754771319702989
38,0.2832637659514126
39,0.2690732587139342
40,0.24295674007011872
41,0.23840337625378563
42,0.25983953911384594
43,0.28390221661308385
44,0.2718424379994413
45,0.24510900647219444
46,0.2763773215826352
47,0.3057322932444663
48,0.2859583655239958
49,0.28205338871254954
50,0.26887773047136704
51,0.26815431095062625
52,0.2624953279986452
53,0.2774253708613463
54,0.23444831055930557
55,0.2563276297608246
56,0.2347092691713931
57,0.2806432151853656
58,0.25090177215328957
59,0.29533692769093634
60,0.24540153060289552
61,0.29355299128954676
62,0.27985704459047
63,0.3152517960649474
64,0.2450090790078402
65,0.24113173226071608
66,0.2530234794916148
67,0.2965574265432664
68,0.2860455767937799
69,0.2509226060500631
70,0.30358551762459685
71,0.3122414590058088
72,0.2803077717541734
73,0.2571331077276014
74,0.25299592225100875
75,0.2544917025304148
76,0.23474658161888817
77,0.2534118444973174
78,0.21387835821379214
79,0.23316263908461266
80,0.21549476800726702
81,0.24151392157917498
82,0.22748280788153014
83,0.2526888685945199
84,0.22284620185224033
85,0.2442433679443246
86,0.2629462330556381
87,0.2469382795379388
88,0.2273087226011969
89,0.21661448814683051
90,0.23688465498437988
91,0.2532750843889083
92,0.2351686395090471
93,0.21981965243573676
94,0.23373561226765543
95,0.24695402918147807
96,0.27170925769027443
97,0.21074004724695225
98,0.22083235013003366
99,0.22176060484522037
